,urlkey,number_of_pages,0,1,2,3,4,5,6,7,8,9,domain
10468,"au,gov,nsw,police,w1",1,au,gov,nsw,police,w1,,,,,,w1.police.nsw.gov.au
10469,"au,gov,wa,dfes,employeekiosk",5,au,gov,wa,dfes,employeekiosk,,,,,,employeekiosk.dfes.wa.gov.au
10470,"au,gov,nt,councilbiz,warcdocs",500,au,gov,nt,councilbiz,warcdocs,,,,,,warcdocs.councilbiz.nt.gov.au
10471,"au,gov,act,arts,spider",50,au,gov,act,arts,spider,,,,,,spider.arts.act.gov.au
10472,"au,gov,sa,mfs",1830,au,gov,sa,mfs,,,,,,,mfs.sa.gov.au
10473,"au,gov,embassy,rsa",52,au,gov,embassy,rsa,,,,,,,rsa.embassy.gov.au
10474,"au,gov,deetya,ajs-ext",597,au,gov,deetya,ajs-ext,,,,,,,ajs-ext.deetya.gov.au
10475,"au,gov,sclj",4077,au,gov,sclj,,,,,,,,sclj.gov.au
10476,"au,gov,vic,egov,w",1,au,gov,vic,egov,w,,,,,,w.egov.vic.gov.au
10477,"au,gov,vic,melbourne,mfw,prod2019",1,au,gov,vic,melbourne,mfw,prod2019,,,,,prod2019.mfw.melbourne.vic.gov.au
10478,"au,gov,qld,smallbusiness",1149,au,gov,qld,smallbusiness,,,,,,,smallbusiness.qld.gov.au
10479,"au,gov,vic,areapartnerships,mallee",38,au,gov,vic,areapartnerships,mallee,,,,,,mallee.areapartnerships.vic.gov.au
10480,"au,gov,qld,treasury,budget",2,au,gov,qld,treasury,budget,,,,,,budget.treasury.qld.gov.au
10481,"au,gov,wa,vincent,admin",45,au,gov,wa,vincent,admin,,,,,,admin.vincent.wa.gov.au
10482,"au,gov,wa,dmp,employment1",16,au,gov,wa,dmp,employment1,,,,,,employment1.dmp.wa.gov.au
10483,"au,gov,nsw,licence,uat",197,au,gov,nsw,licence,uat,,,,,,uat.licence.nsw.gov.au
10484,"au,gov,healthsupplychain",62,au,gov,healthsupplychain,,,,,,,,healthsupplychain.gov.au
10485,"au,gov,nsw,health,ncahs,webmail",3,au,gov,nsw,health,ncahs,webmail,,,,,webmail.ncahs.health.nsw.gov.au
10486,"au,gov,vic,ffm,altona-wms",2,au,gov,vic,ffm,altona-wms,,,,,,altona-wms.ffm.vic.gov.au
10487,"au,gov,qld,goldcoast,schoolies",6364,au,gov,qld,goldcoast,schoolies,,,,,,schoolies.goldcoast.qld.gov.au
10488,"au,gov,tas,dhhs,search",1,au,gov,tas,dhhs,search,,,,,,search.dhhs.tas.gov.au
10489,"au,gov,vic,gcb",230,au,gov,vic,gcb,,,,,,,gcb.vic.gov.au
10490,"au,gov,business,ablis",1147,au,gov,business,ablis,,,,,,,ablis.business.gov.au
10491,"au,gov,nsw,justice,liquorgamingnoticeboard",2,au,gov,nsw,justice,liquorgamingnoticeboard,,,,,,liquorgamingnoticeboard.justice.nsw.gov.au
10492,"au,gov,nsw,health,hss,mcis",1,au,gov,nsw,health,hss,mcis,,,,,mcis.hss.health.nsw.gov.au
10493,"au,gov,abs,test,my",1,au,gov,abs,test,my,,,,,,my.test.abs.gov.au
10494,"au,gov,fairwork,coronavirus",1,au,gov,fairwork,coronavirus,,,,,,,coronavirus.fairwork.gov.au
10495,"au,gov,nt,litchfield,dev",134,au,gov,nt,litchfield,dev,,,,,,dev.litchfield.nt.gov.au
10496,"au,gov,tas,rmpat",2253,au,gov,tas,rmpat,,,,,,,rmpat.tas.gov.au
10497,"au,gov,nsw,ryde,eservice",541,au,gov,nsw,ryde,eservice,,,,,,eservice.ryde.nsw.gov.au
10498,"au,gov,vic,ses,slartibardfast",248,au,gov,vic,ses,slartibardfast,,,,,,slartibardfast.ses.vic.gov.au
10499,"au,gov,tas,statelibrary,newarrivals",172,au,gov,tas,statelibrary,newarrivals,,,,,,newarrivals.statelibrary.tas.gov.au
10500,"au,gov,wa,stirling,surveys",217,au,gov,wa,stirling,surveys,,,,,,surveys.stirling.wa.gov.au
10501,"au,gov,sa,sicom",42,au,gov,sa,sicom,,,,,,,sicom.sa.gov.au
10502,"au,gov,nsw,education,moss,ps,banktown",1,au,gov,nsw,education,moss,ps,banktown,,,,banktown.ps.moss.education.nsw.gov.au
10503,"au,gov,nsw,qprc,geoinfo",38,au,gov,nsw,qprc,geoinfo,,,,,,geoinfo.qprc.nsw.gov.au
10504,"au,gov,nsw,goplay",43753,au,gov,nsw,goplay,,,,,,,goplay.nsw.gov.au
10505,"au,gov,wa,planning,online",227,au,gov,wa,planning,online,,,,,,online.planning.wa.gov.au
10506,"au,gov,qld,qfleet",521,au,gov,qld,qfleet,,,,,,,qfleet.qld.gov.au
10507,"au,gov,dbcde,cybersafety",7,au,gov,dbcde,cybersafety,,,,,,,cybersafety.dbcde.gov.au
10508,"au,gov,vic,slv,ezproxy,com,globalbooksinprint",1,au,gov,vic,slv,ezproxy,com,globalbooksinprint,,,,globalbooksinprint.com.ezproxy.slv.vic.gov.au
10509,"au,gov,vic,yourcfainfo",71,au,gov,vic,yourcfainfo,,,,,,,yourcfainfo.vic.gov.au
10510,"au,gov,dpmc,closingthegap",18,au,gov,dpmc,closingthegap,,,,,,,closingthegap.dpmc.gov.au
10511,"au,gov,canceraustralia,uterine-cancer",22,au,gov,canceraustralia,uterine-cancer,,,,,,,uterine-cancer.canceraustralia.gov.au
10512,"au,gov,defencejobs,management",4,au,gov,defencejobs,management,,,,,,,management.defencejobs.gov.au
10513,"au,gov,nsw,schools,liverpool-h65",281,au,gov,nsw,schools,liverpool-h65,,,,,,liverpool-h65.schools.nsw.gov.au
10514,"au,gov,nsw,dnr,test,wfs",4,au,gov,nsw,dnr,test,wfs,,,,,wfs.test.dnr.nsw.gov.au
10515,"au,gov,digital,community",1582,au,gov,digital,community,,,,,,,community.digital.gov.au
10516,"au,gov,vic,drugs",147,au,gov,vic,drugs,,,,,,,drugs.vic.gov.au
10517,"au,gov,wa,perthobservatory",423,au,gov,wa,perthobservatory,,,,,,,perthobservatory.wa.gov.au
10518,"au,gov,qld,scc,publicdocs",8661,au,gov,qld,scc,publicdocs,,,,,,publicdocs.scc.qld.gov.au
10519,"au,gov,efic,gri",31,au,gov,efic,gri,,,,,,,gri.efic.gov.au
10520,"au,gov,tas,dpiwe,pasturecalculator",794,au,gov,tas,dpiwe,pasturecalculator,,,,,,pasturecalculator.dpiwe.tas.gov.au
10521,"au,gov,wa,cnwrtg",15,au,gov,wa,cnwrtg,,,,,,,cnwrtg.wa.gov.au
10522,"au,gov,customs,replic",1,au,gov,customs,replic,,,,,,,replic.customs.gov.au
10523,"au,gov,nsw,fairtrading,enews,services",128,au,gov,nsw,fairtrading,enews,services,,,,,services.enews.fairtrading.nsw.gov.au
10524,"au,gov,act,women",369,au,gov,act,women,,,,,,,women.act.gov.au
10525,"au,gov,vic,slv,ezproxy,com,chadwyck,iipaft",1,au,gov,vic,slv,ezproxy,com,chadwyck,iipaft,,,iipaft.chadwyck.com.ezproxy.slv.vic.gov.au
10526,"au,gov,vic,education,sts",21,au,gov,vic,education,sts,,,,,,sts.education.vic.gov.au
10527,"au,gov,sa,marion,development",5,au,gov,sa,marion,development,,,,,,development.marion.sa.gov.au
10528,"au,gov,act,vetadmin,w",1,au,gov,act,vetadmin,w,,,,,,w.vetadmin.act.gov.au
10529,"au,gov,nsw,onegov,cdn",46,au,gov,nsw,onegov,cdn,,,,,,cdn.onegov.nsw.gov.au
10530,"au,gov,wa,health,shrac",28,au,gov,wa,health,shrac,,,,,,shrac.health.wa.gov.au
10531,"au,gov,nsw,schools,merryland-h",136,au,gov,nsw,schools,merryland-h,,,,,,merryland-h.schools.nsw.gov.au
10532,"au,gov,tas,dpac,partnerships",30,au,gov,tas,dpac,partnerships,,,,,,partnerships.dpac.tas.gov.au
10533,"au,gov,innovation,buildingsuccess",58,au,gov,innovation,buildingsuccess,,,,,,,buildingsuccess.innovation.gov.au
10534,"au,gov,nsw,schools,maraylya-p",876,au,gov,nsw,schools,maraylya-p,,,,,,maraylya-p.schools.nsw.gov.au
10535,"au,gov,vic,justice,liquor",47,au,gov,vic,justice,liquor,,,,,,liquor.justice.vic.gov.au
10536,"au,gov,aca,vision2020",9,au,gov,aca,vision2020,,,,,,,vision2020.aca.gov.au
10537,"au,gov,vic,lmw,webform",1,au,gov,vic,lmw,webform,,,,,,webform.lmw.vic.gov.au
10538,"au,gov,wa,dmp,minehealth",1,au,gov,wa,dmp,minehealth,,,,,,minehealth.dmp.wa.gov.au
10539,"au,gov,nsw,junee,council",28042,au,gov,nsw,junee,council,,,,,,council.junee.nsw.gov.au
10540,"au,gov,lgconnect,survey",2,au,gov,lgconnect,survey,,,,,,,survey.lgconnect.gov.au
10541,"au,gov,nsw,coffsharbour,gis",87,au,gov,nsw,coffsharbour,gis,,,,,,gis.coffsharbour.nsw.gov.au
10542,"au,gov,sct,w",1,au,gov,sct,w,,,,,,,w.sct.gov.au
10543,"au,gov,qld,fairtrading",10942,au,gov,qld,fairtrading,,,,,,,fairtrading.qld.gov.au
10544,"au,gov,tspace,s",4522,au,gov,tspace,s,,,,,,,s.tspace.gov.au
10545,"au,gov,nsw,schools,coopernook-p",200,au,gov,nsw,schools,coopernook-p,,,,,,coopernook-p.schools.nsw.gov.au
10546,"au,gov,wa,environment,apostle",373,au,gov,wa,environment,apostle,,,,,,apostle.environment.wa.gov.au
10547,"au,gov,qld,dpi,fishnet",6,au,gov,qld,dpi,fishnet,,,,,,fishnet.dpi.qld.gov.au
10548,"au,gov,nihec",90,au,gov,nihec,,,,,,,,nihec.gov.au
10549,"au,gov,sa,fishresearch",2831,au,gov,sa,fishresearch,,,,,,,fishresearch.sa.gov.au
10550,"au,gov,aa",21670,au,gov,aa,,,,,,,,aa.gov.au
10551,"au,gov,nsw,schools,wilberforc-p",153,au,gov,nsw,schools,wilberforc-p,,,,,,wilberforc-p.schools.nsw.gov.au
10552,"au,gov,nsw,vsa,vsa-intranet",11,au,gov,nsw,vsa,vsa-intranet,,,,,,vsa-intranet.vsa.nsw.gov.au
10553,"au,gov,nsw,environment,authtest",5,au,gov,nsw,environment,authtest,,,,,,authtest.environment.nsw.gov.au
10554,"au,gov,nsw,workandfamily",2786,au,gov,nsw,workandfamily,,,,,,,workandfamily.nsw.gov.au
10555,"au,gov,sa,dcsi,screening",161,au,gov,sa,dcsi,screening,,,,,,screening.dcsi.sa.gov.au
10556,"au,gov,wa,beverley",55235,au,gov,wa,beverley,,,,,,,beverley.wa.gov.au
10557,"au,gov,nsw,revenue,hrb",64,au,gov,nsw,revenue,hrb,,,,,,hrb.revenue.nsw.gov.au
10558,"au,gov,wa,environ,aqmpweb",16826,au,gov,wa,environ,aqmpweb,,,,,,aqmpweb.environ.wa.gov.au
10559,"au,gov,qld,mypolice,bp,stats,cdn",11,au,gov,qld,mypolice,bp,stats,cdn,,,,cdn.stats.bp.mypolice.qld.gov.au
10560,"au,gov,nsw,cumberland,reserve",73,au,gov,nsw,cumberland,reserve,,,,,,reserve.cumberland.nsw.gov.au
10561,"au,gov,qld,sunshinecoastcis",101535,au,gov,qld,sunshinecoastcis,,,,,,,sunshinecoastcis.qld.gov.au
10562,"au,gov,nsw,rms,roadsreport",2,au,gov,nsw,rms,roadsreport,,,,,,roadsreport.rms.nsw.gov.au
10563,"au,gov,wa,royalcommission,police",6,au,gov,wa,royalcommission,police,,,,,,police.royalcommission.wa.gov.au
10564,"au,gov,qld,prsc,environment",27823,au,gov,qld,prsc,environment,,,,,,environment.prsc.qld.gov.au
10565,"au,gov,wa,equalopportunity",292,au,gov,wa,equalopportunity,,,,,,,equalopportunity.wa.gov.au
10566,"au,gov,firb",2095,au,gov,firb,,,,,,,,firb.gov.au
10567,"au,gov,nsw,bcc",44270,au,gov,nsw,bcc,,,,,,,bcc.nsw.gov.au
10568,"au,gov,nsw,elections,training,agents",6621,au,gov,nsw,elections,training,agents,,,,,agents.training.elections.nsw.gov.au
10569,"au,gov,nsw,wongawetlands",295,au,gov,nsw,wongawetlands,,,,,,,wongawetlands.nsw.gov.au
10570,"au,gov,tas,launceston,api",248,au,gov,tas,launceston,api,,,,,,api.launceston.tas.gov.au
10571,"au,gov,nla,dr",56,au,gov,nla,dr,,,,,,,dr.nla.gov.au
10572,"au,gov,qld,slq,payments",39,au,gov,qld,slq,payments,,,,,,payments.slq.qld.gov.au
10573,"au,gov,vic,whitehorse,yoursay",63,au,gov,vic,whitehorse,yoursay,,,,,,yoursay.whitehorse.vic.gov.au
10574,"au,gov,wa,stirling,services",4765,au,gov,wa,stirling,services,,,,,,services.stirling.wa.gov.au
10575,"au,gov,nsw,elections,lobbyisttraining",1,au,gov,nsw,elections,lobbyisttraining,,,,,,lobbyisttraining.elections.nsw.gov.au
10576,"au,gov,nt,dpp",2472,au,gov,nt,dpp,,,,,,,dpp.nt.gov.au
10577,"au,gov,qld,maryborough,residents",991,au,gov,qld,maryborough,residents,,,,,,residents.maryborough.qld.gov.au
10578,"au,gov,dewrsb,employment",1,au,gov,dewrsb,employment,,,,,,,employment.dewrsb.gov.au
10579,"au,gov,nsw,schools,burrenjunc-p",187,au,gov,nsw,schools,burrenjunc-p,,,,,,burrenjunc-p.schools.nsw.gov.au
10580,"au,gov,wa,src",12,au,gov,wa,src,,,,,,,src.wa.gov.au
10581,"au,gov,australianbiography,media",1817,au,gov,australianbiography,media,,,,,,,media.australianbiography.gov.au
10582,"au,gov,nsw,families",3420,au,gov,nsw,families,,,,,,,families.nsw.gov.au
10583,"au,gov,act,esa,cdn",5,au,gov,act,esa,cdn,,,,,,cdn.esa.act.gov.au
10584,"au,gov,govspace,coagnl",28,au,gov,govspace,coagnl,,,,,,,coagnl.govspace.gov.au
10585,"au,gov,nsw,lanecove,service",216,au,gov,nsw,lanecove,service,,,,,,service.lanecove.nsw.gov.au
10586,"au,gov,nsw,hnehealth,webmail",15,au,gov,nsw,hnehealth,webmail,,,,,,webmail.hnehealth.nsw.gov.au
10587,"au,gov,wa,health,perthchildrenshospitalproject",85,au,gov,wa,health,perthchildrenshospitalproject,,,,,,perthchildrenshospitalproject.health.wa.gov.au
10588,"au,gov,vic,murrindindi,statistics",172,au,gov,vic,murrindindi,statistics,,,,,,statistics.murrindindi.vic.gov.au
10589,"au,gov,nsw,transport,ownyourcareer",1,au,gov,nsw,transport,ownyourcareer,,,,,,ownyourcareer.transport.nsw.gov.au
10590,"au,gov,nsw,schools,surveyorsc-p",195,au,gov,nsw,schools,surveyorsc-p,,,,,,surveyorsc-p.schools.nsw.gov.au
10591,"au,gov,ogit,ica",574,au,gov,ogit,ica,,,,,,,ica.ogit.gov.au
10592,"au,gov,act,health,learning",10,au,gov,act,health,learning,,,,,,learning.health.act.gov.au
10593,"au,gov,nsw,local-e,harden-new",470,au,gov,nsw,local-e,harden-new,,,,,,harden-new.local-e.nsw.gov.au
10594,"au,gov,vic,land,govmap",2,au,gov,vic,land,govmap,,,,,,govmap.land.vic.gov.au
10595,"au,gov,nsw,westernplains",3,au,gov,nsw,westernplains,,,,,,,westernplains.nsw.gov.au
10596,"au,gov,tas,wsa,workcoverix145",1077,au,gov,tas,wsa,workcoverix145,,,,,,workcoverix145.wsa.tas.gov.au
10597,"au,gov,nsw,cessnock,remote",2,au,gov,nsw,cessnock,remote,,,,,,remote.cessnock.nsw.gov.au
10598,"au,gov,nsw,valuergeneral",1106,au,gov,nsw,valuergeneral,,,,,,,valuergeneral.nsw.gov.au
10599,"au,gov,vic,otfe",6359,au,gov,vic,otfe,,,,,,,otfe.vic.gov.au
10600,"au,gov,australiacouncil,2014",1952,au,gov,australiacouncil,2014,,,,,,,2014.australiacouncil.gov.au
10601,"au,gov,dfat,publications",9,au,gov,dfat,publications,,,,,,,publications.dfat.gov.au
10602,"au,gov,qld,brisbane,citycentremasterplan",43,au,gov,qld,brisbane,citycentremasterplan,,,,,,citycentremasterplan.brisbane.qld.gov.au
10603,"au,gov,qld,lrt",123,au,gov,qld,lrt,,,,,,,lrt.qld.gov.au
10604,"au,gov,nsw,service,pcf-ext,apps,mybusiness",7,au,gov,nsw,service,pcf-ext,apps,mybusiness,,,,mybusiness.apps.pcf-ext.service.nsw.gov.au
10605,"au,gov,nsw,planning,commercialandindustrialcode",19,au,gov,nsw,planning,commercialandindustrialcode,,,,,,commercialandindustrialcode.planning.nsw.gov.au
10606,"au,gov,nsw,rockdale,rccnet",9737,au,gov,nsw,rockdale,rccnet,,,,,,rccnet.rockdale.nsw.gov.au
10607,"au,gov,wa,cpfs,signposts",388,au,gov,wa,cpfs,signposts,,,,,,signposts.cpfs.wa.gov.au
10608,"au,gov,sa,environment,admin",13,au,gov,sa,environment,admin,,,,,,admin.environment.sa.gov.au
10609,"au,gov,vic,slv,miyamoto",87,au,gov,vic,slv,miyamoto,,,,,,miyamoto.slv.vic.gov.au
10610,"au,gov,qld,health,hpp",4,au,gov,qld,health,hpp,,,,,,hpp.health.qld.gov.au
10611,"au,gov,nsw,mrl,catalogue",2087,au,gov,nsw,mrl,catalogue,,,,,,catalogue.mrl.nsw.gov.au
10612,"au,gov,familyrelationships,cms",2,au,gov,familyrelationships,cms,,,,,,,cms.familyrelationships.gov.au
10613,"au,gov,vic,dsd,y2k",109,au,gov,vic,dsd,y2k,,,,,,y2k.dsd.vic.gov.au
10614,"au,gov,nsw,schools,dunoon-p",237,au,gov,nsw,schools,dunoon-p,,,,,,dunoon-p.schools.nsw.gov.au
10615,"au,gov,nsw,org",167,au,gov,nsw,org,,,,,,,org.nsw.gov.au
10616,"au,gov,nsw,letstalkbusiness",354,au,gov,nsw,letstalkbusiness,,,,,,,letstalkbusiness.nsw.gov.au
10617,"au,gov,sa,rcmb,library",2915,au,gov,sa,rcmb,library,,,,,,library.rcmb.sa.gov.au
10618,"au,gov,sa,eoc,internet",9123,au,gov,sa,eoc,internet,,,,,,internet.eoc.sa.gov.au
10619,"au,gov,canceraustralia,bowel-cancer",34,au,gov,canceraustralia,bowel-cancer,,,,,,,bowel-cancer.canceraustralia.gov.au
10620,"au,gov,vic,slv,handle",131,au,gov,vic,slv,handle,,,,,,handle.slv.vic.gov.au
10621,"au,gov,vic,goldenplains,sites",501,au,gov,vic,goldenplains,sites,,,,,,sites.goldenplains.vic.gov.au
10622,"au,gov,wa,chittering,portal",48,au,gov,wa,chittering,portal,,,,,,portal.chittering.wa.gov.au
10623,"au,gov,wa,dmp,geochem",546,au,gov,wa,dmp,geochem,,,,,,geochem.dmp.wa.gov.au
10624,"au,gov,erin,eriss",10379,au,gov,erin,eriss,,,,,,,eriss.erin.gov.au
10625,"au,gov,nsw,schools,campsie-p",272,au,gov,nsw,schools,campsie-p,,,,,,campsie-p.schools.nsw.gov.au
10626,"au,gov,qld,manufacturing",656,au,gov,qld,manufacturing,,,,,,,manufacturing.qld.gov.au
10627,"au,gov,css",2250,au,gov,css,,,,,,,,css.gov.au
10628,"au,gov,nsw,griffith,catalogue",55203,au,gov,nsw,griffith,catalogue,,,,,,catalogue.griffith.nsw.gov.au
10629,"au,gov,nsw,detsecurity",2,au,gov,nsw,detsecurity,,,,,,,detsecurity.nsw.gov.au
10630,"au,gov,vic,prov,prov-data",1,au,gov,vic,prov,prov-data,,,,,,prov-data.prov.vic.gov.au
10631,"au,gov,act,territoryrecords",193,au,gov,act,territoryrecords,,,,,,,territoryrecords.act.gov.au
10632,"au,gov,vic,glenelg,arts",9521,au,gov,vic,glenelg,arts,,,,,,arts.glenelg.vic.gov.au
10633,"au,gov,dashboard",21,au,gov,dashboard,,,,,,,,dashboard.gov.au
10634,"au,gov,vic,lsbc",557,au,gov,vic,lsbc,,,,,,,lsbc.vic.gov.au
10635,"au,gov,qld,pki,t2c23",1,au,gov,qld,pki,t2c23,,,,,,t2c23.pki.qld.gov.au
10636,"au,gov,nsw,transport,future,react",4,au,gov,nsw,transport,future,react,,,,,react.future.transport.nsw.gov.au
10637,"au,gov,nsw,law",1,au,gov,nsw,law,,,,,,,law.nsw.gov.au
10638,"au,gov,australia,w",1,au,gov,australia,w,,,,,,,w.australia.gov.au
10639,"au,gov,wa,slwa,henrietta,au,com,smh,0-archives",1,au,gov,wa,slwa,henrietta,au,com,smh,0-archives,,0-archives.smh.com.au.henrietta.slwa.wa.gov.au
10640,"au,gov,wa,health,healthyswimming",17,au,gov,wa,health,healthyswimming,,,,,,healthyswimming.health.wa.gov.au
10641,"au,gov,vic,worksafe,worksafeweek",751,au,gov,vic,worksafe,worksafeweek,,,,,,worksafeweek.worksafe.vic.gov.au
10642,"au,gov,nsw,ses,sydney-southsydney",9,au,gov,nsw,ses,sydney-southsydney,,,,,,sydney-southsydney.ses.nsw.gov.au
10643,"au,gov,dotc,mercury",543,au,gov,dotc,mercury,,,,,,,mercury.dotc.gov.au
10644,"au,gov,qld,pki,t4c22",2,au,gov,qld,pki,t4c22,,,,,,t4c22.pki.qld.gov.au
10645,"au,gov,nt,indigenousteacher",2,au,gov,nt,indigenousteacher,,,,,,,indigenousteacher.nt.gov.au
10646,"au,gov,asd",4085,au,gov,asd,,,,,,,,asd.gov.au
10647,"au,gov,sa,pirie",6732,au,gov,sa,pirie,,,,,,,pirie.sa.gov.au
10648,"au,gov,wa,riskcover",138,au,gov,wa,riskcover,,,,,,,riskcover.wa.gov.au
10649,"au,gov,nsw,mhl",2051,au,gov,nsw,mhl,,,,,,,mhl.nsw.gov.au
10650,"au,gov,nsw,schools,lindfielde-p",178,au,gov,nsw,schools,lindfielde-p,,,,,,lindfielde-p.schools.nsw.gov.au
10651,"au,gov,nsw,transport,opendataforum",3536,au,gov,nsw,transport,opendataforum,,,,,,opendataforum.transport.nsw.gov.au
10652,"au,gov,wa,cambridge,sustainable",149,au,gov,wa,cambridge,sustainable,,,,,,sustainable.cambridge.wa.gov.au
10653,"au,gov,travelsmart",174,au,gov,travelsmart,,,,,,,,travelsmart.gov.au
10654,"au,gov,wa,elections,ivote-reg",1,au,gov,wa,elections,ivote-reg,,,,,,ivote-reg.elections.wa.gov.au
10655,"au,gov,nsw,sl,infocus",7539,au,gov,nsw,sl,infocus,,,,,,infocus.sl.nsw.gov.au
10656,"au,gov,immi,extranet",687,au,gov,immi,extranet,,,,,,,extranet.immi.gov.au
10657,"au,gov,nsw,ses,kiama",1109,au,gov,nsw,ses,kiama,,,,,,kiama.ses.nsw.gov.au
10658,"au,gov,wa,health,kelibresources,login",7,au,gov,wa,health,kelibresources,login,,,,,login.kelibresources.health.wa.gov.au
10659,"au,gov,nsw,schools,concord-h",418,au,gov,nsw,schools,concord-h,,,,,,concord-h.schools.nsw.gov.au
10660,"au,gov,vic,cgd",1709,au,gov,vic,cgd,,,,,,,cgd.vic.gov.au
10661,"au,gov,qld,banana",15325,au,gov,qld,banana,,,,,,,banana.qld.gov.au
10662,"au,gov,nsw,stateparks",302,au,gov,nsw,stateparks,,,,,,,stateparks.nsw.gov.au
10663,"au,gov,nsw,exar",53,au,gov,nsw,exar,,,,,,,exar.nsw.gov.au
10664,"au,gov,wa,mm,dbase",884,au,gov,wa,mm,dbase,,,,,,dbase.mm.wa.gov.au
10665,"au,gov,wa,cityofperth,community",6,au,gov,wa,cityofperth,community,,,,,,community.cityofperth.wa.gov.au
10666,"au,gov,wa,dpi,outage",1,au,gov,wa,dpi,outage,,,,,,outage.dpi.wa.gov.au
10667,"au,gov,nt,ocpe",2103,au,gov,nt,ocpe,,,,,,,ocpe.nt.gov.au
10668,"au,gov,wa,dca,newperformingartsvenue",1,au,gov,wa,dca,newperformingartsvenue,,,,,,newperformingartsvenue.dca.wa.gov.au
10669,"au,gov,nsw,esc,eplanning",17,au,gov,nsw,esc,eplanning,,,,,,eplanning.esc.nsw.gov.au
10670,"au,gov,wa,venueswest,extranet",21,au,gov,wa,venueswest,extranet,,,,,,extranet.venueswest.wa.gov.au
10671,"au,gov,nsw,manly,ecouncil",326,au,gov,nsw,manly,ecouncil,,,,,,ecouncil.manly.nsw.gov.au
10672,"au,gov,abs,w7",1,au,gov,abs,w7,,,,,,,w7.abs.gov.au
10673,"au,gov,sa,orroroo,w",1,au,gov,sa,orroroo,w,,,,,,w.orroroo.sa.gov.au
10674,"au,gov,sa,snr2006",9,au,gov,sa,snr2006,,,,,,,snr2006.sa.gov.au
10675,"au,gov,vic,epa,data",1,au,gov,vic,epa,data,,,,,,data.epa.vic.gov.au
10676,"au,gov,qld,croydon",30247,au,gov,qld,croydon,,,,,,,croydon.qld.gov.au
10677,"au,gov,aiatsis,austlang",15163,au,gov,aiatsis,austlang,,,,,,,austlang.aiatsis.gov.au
10678,"au,gov,sa,coorong,eservice",101,au,gov,sa,coorong,eservice,,,,,,eservice.coorong.sa.gov.au
10679,"au,gov,mhs",4768,au,gov,mhs,,,,,,,,mhs.gov.au
10680,"au,gov,vic,film,ohs",94,au,gov,vic,film,ohs,,,,,,ohs.film.vic.gov.au
10681,"au,gov,qld,brisbane,supplierportal",44,au,gov,qld,brisbane,supplierportal,,,,,,supplierportal.brisbane.qld.gov.au
10682,"au,gov,ga,maps",3,au,gov,ga,maps,,,,,,,maps.ga.gov.au
10683,"au,gov,sport,events",3,au,gov,sport,events,,,,,,,events.sport.gov.au
10684,"au,gov,nla,docdel05",1,au,gov,nla,docdel05,,,,,,,docdel05.nla.gov.au
10685,"au,gov,qld,einseries2",184,au,gov,qld,einseries2,,,,,,,einseries2.qld.gov.au
10686,"au,gov,nsw,schools,bathurst-p",619,au,gov,nsw,schools,bathurst-p,,,,,,bathurst-p.schools.nsw.gov.au
10687,"au,gov,nsw,schools,neutralbay-p",334,au,gov,nsw,schools,neutralbay-p,,,,,,neutralbay-p.schools.nsw.gov.au
10688,"au,gov,qld,health,ehealthexpo",423,au,gov,qld,health,ehealthexpo,,,,,,ehealthexpo.health.qld.gov.au
10689,"au,gov,bom,fol",22,au,gov,bom,fol,,,,,,,fol.bom.gov.au
10690,"au,gov,nsw,rms,obsc",6,au,gov,nsw,rms,obsc,,,,,,obsc.rms.nsw.gov.au
10691,"au,gov,slnsw,slim",38,au,gov,slnsw,slim,,,,,,,slim.slnsw.gov.au
10692,"au,gov,qld,health,southwest",414,au,gov,qld,health,southwest,,,,,,southwest.health.qld.gov.au
10693,"au,gov,nsw,schools,sevenhills-h",354,au,gov,nsw,schools,sevenhills-h,,,,,,sevenhills-h.schools.nsw.gov.au
10694,"au,gov,nsw,parliament,myremoteaccess",1,au,gov,nsw,parliament,myremoteaccess,,,,,,myremoteaccess.parliament.nsw.gov.au
10695,"au,gov,nsw,shoalhaven,demo",198,au,gov,nsw,shoalhaven,demo,,,,,,demo.shoalhaven.nsw.gov.au
10696,"au,gov,qld,dalby",264,au,gov,qld,dalby,,,,,,,dalby.qld.gov.au
10697,"au,gov,wa,health,pwlibresources,login",18,au,gov,wa,health,pwlibresources,login,,,,,login.pwlibresources.health.wa.gov.au
10698,"au,gov,digitalready,dev",1,au,gov,digitalready,dev,,,,,,,dev.digitalready.gov.au
10699,"au,gov,casa,services",5412,au,gov,casa,services,,,,,,,services.casa.gov.au
10700,"au,gov,qld,justice,secured",6093,au,gov,qld,justice,secured,,,,,,secured.justice.qld.gov.au
10701,"au,gov,nsw,campbelltown,documents",7333,au,gov,nsw,campbelltown,documents,,,,,,documents.campbelltown.nsw.gov.au
10702,"au,gov,nsw,information",36,au,gov,nsw,information,,,,,,,information.nsw.gov.au
10703,"au,gov,sa,housing,talkabout",181,au,gov,sa,housing,talkabout,,,,,,talkabout.housing.sa.gov.au
10704,"au,gov,nsw,schools,northbridg-p",141,au,gov,nsw,schools,northbridg-p,,,,,,northbridg-p.schools.nsw.gov.au
10705,"au,gov,nsw,gunnedah",13904,au,gov,nsw,gunnedah,,,,,,,gunnedah.nsw.gov.au
10706,"au,gov,qld,qlma",1,au,gov,qld,qlma,,,,,,,qlma.qld.gov.au
